sector,ocupacion,genero,edad,escolaridad,municipio,H-P-V
Servicios,trabajador,H,15-17,Primaria o Secundaria,guadalupe,15735-2/4-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15735-2/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,guadalupe,15543-12/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15543-12/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,15728-6/2-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,guadalupe,15728-6/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,guadalupe,15736-4/2-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,guadalupe,15736-4/1-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,guadalupe,15736-4/3-1
Construcción,otro,H,60-64,Primaria o Secundaria,guadalupe,15732-4/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,15732-4/3-1
Industria manufacturera,otro,H,25-49,Primaria o Secundaria,guadalupe,15729-6/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,15729-6/2-1
Servicios,otro,F,25-49,Licenciatura,guadalupe,11797-18/3-1
Comercio,trabajador,F,18-24,Licenciatura,monterrey,4850-20/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15537-22/3-1
Transporte y comunicaciones,trabajador,H,50-59,Primaria o Secundaria,guadalupe,15538-2/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,guadalupe,15538-2/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,guadalupe,15547-12/2-1
Servicios,trabajador,F,65-130,Primaria o Secundaria,guadalupe,15547-12/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,15549-10/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,16222-2/3-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,guadalupe,16220-6/3-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,guadalupe,15548-4/1-1
Servicios,trabajador,F,15-17,Primaria o Secundaria,guadalupe,15589-4/3-1
Gobierno,trabajador,F,25-49,Licenciatura,monterrey,814a-8/1-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,15536-8/1-1
Comercio,trabajador,H,18-24,Primaria o Secundaria,guadalupe,15536-8/3-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15605-8/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15682-6/2-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,15682-6/1-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,guadalupe,15682-14/1-1
Transporte y comunicaciones,trabajador,F,50-59,Licenciatura,guadalupe,15700-15/2-1
Servicios,trabajador,H,50-59,Licenciatura,guadalupe,15700-15/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,15700-8/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,15700-8/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,15683-16/3-1
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,16178-10/2-1
Otro,otro,F,50-59,Sin Instrucción,guadalupe,16178-10/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15560-14/2-1
Comercio,trabajador,F,50-59,Primaria o Secundaria,guadalupe,15560-14/1-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15560-8/1-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,guadalupe,15560-8/2-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,guadalupe,15560-4/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,16178-8/3-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16178-8/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,16178-4/1-1
Otro,otro,H,25-49,Licenciatura,guadalupe,16179-2/2-1
Construcción,trabajador,H,25-49,Licenciatura,guadalupe,16179-12/2-1
Construcción,trabajador,F,50-59,Licenciatura,guadalupe,16179-12/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16294-2/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16275-8/1-1
Servicios,independiente,H,25-49,Licenciatura,guadalupe,16275-4/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16278-12/1-1
Servicios,independiente,H,50-59,Carrera técnica o preparatoria,guadalupe,16278-6/1-1
Industria manufacturera,trabajador,F,25-49,Licenciatura,guadalupe,16278-6/2-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16278-2/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,16278-2/3-1
Servicios,trabajador,H,18-24,Licenciatura,guadalupe,16278-2/4-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,16278-2/5-1
Industria manufacturera,trabajador,F,18-24,Licenciatura,guadalupe,16179-8/3-1
Industria manufacturera,trabajador,H,50-59,Licenciatura,guadalupe,16179-8/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,16294-6/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,16275-14/1-1
Comercio,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,15552-4/2-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,16095-6/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,16095-6/2-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15553-8/2-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,guadalupe,16082A-6/3-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16082A-6/2-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15552-6/2-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,guadalupe,15552-6/3-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,15553-2/3-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15553-2/1-1
Comercio,trabajador,F,18-24,Primaria o Secundaria,guadalupe,16082-2/3-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,15886-22/1-8
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,15886-22/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,15879-8/1-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,guadalupe,15879-8/2-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,15879-2/4-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15879-2/3-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,15904-2/2-1
Construcción,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15904-2/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,15878-4/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15904-6/1-1
Servicios,trabajador,F,25-49,Primaria o Secundaria,guadalupe,15874-2/2-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,15874-2/1-1
Gobierno,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15878-8/1-1
Industria manufacturera,trabajador,F,25-49,Licenciatura,guadalupe,15874-4/2-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15874-4/1-1
Transporte y comunicaciones,trabajador,F,25-49,Licenciatura,guadalupe,15767-10/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,15767-10/1-1
Otro,otro,F,25-49,Primaria o Secundaria,guadalupe,15767-6/1-1
Comercio,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15767-6/2-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16957-10/1-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,16957-10/3-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16957-11/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16957-11/3-1
Servicios,otro,F,25-49,Carrera técnica o preparatoria,monterrey,5327-6/1-1
Comercio,independiente,H,25-49,Carrera técnica o preparatoria,guadalupe,16951-6/1-1
Construcción,trabajador,H,25-49,Primaria o Secundaria,guadalupe,16951-16/1-1
Otro,otro,F,18-24,Carrera técnica o preparatoria,guadalupe,16951-16/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16235-6/1-1
Servicios,otro,F,18-24,Carrera técnica o preparatoria,guadalupe,16235-8/3-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16235-8/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,16243-24/2-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,guadalupe,16188-22/1-1
Comercio,trabajador,H,18-24,Primaria o Secundaria,guadalupe,16188-22/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,16236-10/2-1
Transporte y comunicaciones,trabajador,H,65-130,Carrera técnica o preparatoria,guadalupe,16236-14/1-1
Comercio,trabajador,F,50-59,Carrera técnica o preparatoria,guadalupe,16242-18/2-1
Gobierno,trabajador,H,25-49,Licenciatura,guadalupe,16331-10/3-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,16334-12/1-1
Servicios,independiente,H,50-59,Postgrado,monterrey,4857-18/1-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,15495-28/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,16245-2/1-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16245-4/1-1
Servicios,trabajador,F,50-59,Licenciatura,guadalupe,16246-4/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,16246-6/3-1
Gobierno,trabajador,H,50-59,Licenciatura,guadalupe,16246-6/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,16247-4/1-1
Servicios,otro,F,25-49,Licenciatura,guadalupe,16247-14/2-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,16247-14/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,16250-8/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,16250-8/1-1
Servicios,otro,H,25-49,Licenciatura,monterrey,27810-20/4-1
Servicios,otro,F,25-49,Licenciatura,monterrey,27810-20/3-1
Servicios,otro,F,50-59,Licenciatura,monterrey,27810-20/2-1
Servicios,otro,H,50-59,Licenciatura,guadalupe,16193-4/1-1
Comercio,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16336-14/1-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,16336-2/2-1
Servicios,trabajador,H,18-24,Licenciatura,guadalupe,16305-12/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,16305-12/1-1
Industria manufacturera,trabajador,H,50-59,Licenciatura,guadalupe,16329-4/1-1
Comercio,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,16329-2/3-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,11797-12/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,monterrey,26398-10/3-1
Comercio,trabajador,H,60-64,Carrera técnica o preparatoria,monterrey,26398-10/1-2
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,16284-16/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16303-10/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,16303-14/2-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,16304-8/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16304-12/1-1
Servicios,otro,H,50-59,Carrera técnica o preparatoria,guadalupe,16339-8/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,16339-8/3-1
Transporte y comunicaciones,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16339-16/1-1
Servicios,trabajador,H,50-59,Licenciatura,guadalupe,16335-4/1-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,16335-4/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,16335-14/1-1
Comercio,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,16197-2/3-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16197-2/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,16197-6/1-1
Gobierno,trabajador,F,25-49,Licenciatura,guadalupe,16197-6/2-1
Transporte y comunicaciones,trabajador,H,50-59,Licenciatura,guadalupe,16308-12/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16283-8/1-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,16305-2/2-1
Gobierno,trabajador,H,50-59,Licenciatura,guadalupe,16284-4/2-1
Servicios,independiente,F,25-49,Licenciatura,guadalupe,16287-2/3-1
Servicios,otro,H,65-130,Licenciatura,monterrey,27810-8/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,16287-8/3-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,15495-48/1-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,15495-48/3-1
Servicios,trabajador,F,60-64,Primaria o Secundaria,guadalupe,17487-6/2-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,guadalupe,17494-5/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,17494-5/3-1
Comercio,trabajador,F,50-59,Primaria o Secundaria,guadalupe,17494-5/2-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,15486-4/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,18017-4/1-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,17987-10/1-1
Construcción,trabajador,H,60-64,Primaria o Secundaria,guadalupe,18022-12/1-3
Servicios,trabajador,F,25-49,Licenciatura,monterrey,834-2/2-1
Servicios,independiente,H,65-130,Licenciatura,monterrey,834-2/1-2
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15477-11/1-1
Gobierno,otro,F,25-49,Licenciatura,guadalupe,18303-2/2-1
Transporte y comunicaciones,otro,H,50-59,Primaria o Secundaria,guadalupe,18297-18/1-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,guadalupe,18297-18/3-1
Comercio,otro,H,25-49,Carrera técnica o preparatoria,guadalupe,17955-14/2-3
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,18322-20/3-1
Industria manufacturera,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,17155-10/2-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,guadalupe,58105-2/1-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,guadalupe,58101-4/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,58124-6/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,guadalupe,57925-1/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,57925-1/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,57925-1/3-1
Servicios,trabajador,H,18-24,Primaria o Secundaria,guadalupe,57977-6/4-1
Construcción,otro,H,25-49,Primaria o Secundaria,guadalupe,57977-6/1-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,guadalupe,57989-16/1-1
Comercio,trabajador,F,25-49,Primaria o Secundaria,guadalupe,17958-6/2-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,18458-8/2-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,17960-6/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,18441-10/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,18441-10/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,18107-2/2-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,guadalupe,18009-4/1-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,18166-2/2-2
Servicios,independiente,H,25-49,Carrera técnica o preparatoria,guadalupe,18166-2/1-1
Transporte y comunicaciones,independiente,H,25-49,Licenciatura,guadalupe,18166-6/1-1
Servicios,trabajador,H,50-59,Primaria o Secundaria,guadalupe,18235-4/2-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,guadalupe,18235-4/3-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,guadalupe,18235-8/2-1
Comercio,trabajador,H,18-24,Primaria o Secundaria,guadalupe,18235-8/4-1
Industria manufacturera,trabajador,F,25-49,Licenciatura,guadalupe,18237- 8/4-1
Gobierno,trabajador,F,60-64,Licenciatura,guadalupe,18212-4/1-1
Comercio,trabajador,F,50-59,Carrera técnica o preparatoria,guadalupe,18212-18/2-1
Industria manufacturera,trabajador,F,18-24,Licenciatura,guadalupe,18202-4/3-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,18202-6/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,18210-2/3-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,18210-8/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,17140-17/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,17145-13/2-1
Servicios,otro,F,50-59,Carrera técnica o preparatoria,guadalupe,17145-13/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,17145-37/1-1
Gobierno,trabajador,F,25-49,Licenciatura,monterrey,26375-16/1-1
Servicios,trabajador,H,50-59,Licenciatura,guadalupe,15474-30/1-1
Gobierno,trabajador,H,25-49,Licenciatura,guadalupe,17128-6/1-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,17128-21/2-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,17128-21/1-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,17128-21/3-1
Servicios,trabajador,F,18-24,Licenciatura,guadalupe,15474-28/4-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,15474-28/3-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,15474-28/1-1
Transporte y comunicaciones,trabajador,H,25-49,Licenciatura,guadalupe,16538-11/1-1
Comercio,independiente,H,25-49,Licenciatura,guadalupe,16810-6/2-2
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16813-14/1-1
Otro,otro,H,18-24,Carrera técnica o preparatoria,guadalupe,16813-14/3-1
Servicios,trabajador,F,18-24,Primaria o Secundaria,guadalupe,16813-14/2-1
Servicios,trabajador,F,18-24,Licenciatura,guadalupe,16895-34/3-1
Comercio,trabajador,H,25-49,Primaria o Secundaria,guadalupe,16647-8/3-1
Transporte y comunicaciones,trabajador,H,65-130,Licenciatura,guadalupe,16647-8/1-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,16386-4/2-1
Servicios,trabajador,F,60-64,Carrera técnica o preparatoria,guadalupe,16386-4/1-1
Transporte y comunicaciones,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,16901-2/1-1
Comercio,trabajador,H,50-59,Licenciatura,monterrey,26396-12/2-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,guadalupe,16910-42/1-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,16905-1/1-3
Servicios,trabajador,F,50-59,Carrera técnica o preparatoria,guadalupe,16905-4/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,15585-18/2-5
Gobierno,trabajador,F,50-59,Carrera técnica o preparatoria,guadalupe,15585-18/1-1
Otro,otro,H,18-24,Licenciatura,guadalupe,15585-18/3-2
Otro,otro,F,18-24,Licenciatura,guadalupe,15585-18/4-2
Industria manufacturera,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,15585-22/1-1
Comercio,trabajador,H,60-64,Primaria o Secundaria,guadalupe,15568-5/1-1
Servicios,trabajador,H,25-49,Postgrado,guadalupe,15568a-2/1-1
Servicios,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,15568a-21/1-1
Industria manufacturera,trabajador,H,25-49,Primaria o Secundaria,guadalupe,15568a-21/3-1
Servicios,trabajador,F,50-59,Carrera técnica o preparatoria,guadalupe,16261-20/2-1
Industria manufacturera,independiente,H,50-59,Licenciatura,guadalupe,16261-20/1-1
Servicios,independiente,H,65-130,Licenciatura,guadalupe,16261-12/1-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,16261-12/3-1
Comercio,trabajador,H,25-49,Licenciatura,guadalupe,11785-2/2-1
Servicios,independiente,H,25-49,Licenciatura,guadalupe,15963-4/4-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,15963-4/2-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,guadalupe,16261-14/1-1
Industria manufacturera,trabajador,H,65-130,Carrera técnica o preparatoria,guadalupe,16260-4/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,15585-14/1-1
Servicios,trabajador,F,25-49,Licenciatura,guadalupe,15585-14/2-1
Servicios,trabajador,H,65-130,Primaria o Secundaria,guadalupe,16563-10/1-1
Industria manufacturera,trabajador,H,50-59,Licenciatura,guadalupe,16563-24/2-1
Comercio,trabajador,F,25-49,Licenciatura,guadalupe,16563-24/3-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,16562-20/3-1
Comercio,otro,H,50-59,Primaria o Secundaria,guadalupe,16562-36/1-1
Comercio,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,16562-36/2-3
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,15832-4BBBB/3-1
Servicios,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,15832-4BBBB/2-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,guadalupe,15832-4BBBB/1-1
Servicios,trabajador,F,60-64,Carrera técnica o preparatoria,guadalupe,15437-6/2-1
Construcción,trabajador,H,65-130,Carrera técnica o preparatoria,guadalupe,15437-6/1-1
Servicios,otro,H,18-24,Carrera técnica o preparatoria,monterrey,27815-10/4-1
Servicios,trabajador,H,50-59,Licenciatura,monterrey,27815-10/2-1
Servicios,trabajador,F,50-59,Licenciatura,monterrey,27815-10/3-1
Servicios,trabajador,H,60-64,Carrera técnica o preparatoria,guadalupe,15832-10/1-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,15760-6/2-1
Industria manufacturera,trabajador,F,25-49,Licenciatura,guadalupe,15760-6/1-1
Construcción,trabajador,H,65-130,Primaria o Secundaria,guadalupe,15867-4/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15867-4/3-1
Construcción,trabajador,H,65-130,Carrera técnica o preparatoria,guadalupe,15866-8/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,15866-8/3-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,guadalupe,15865-8/1-1
Servicios,trabajador,H,65-130,Carrera técnica o preparatoria,guadalupe,15979-6/1-1
Construcción,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16595-10/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,16595-10/2-1
Industria manufacturera,independiente,F,50-59,Licenciatura,guadalupe,16563-6/1-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,16563-6/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,15950-10/2-1
Industria manufacturera,trabajador,H,25-49,Licenciatura,guadalupe,15950-10/1-1
Servicios,otro,F,18-24,Carrera técnica o preparatoria,guadalupe,15441-6/3-1
Servicios,trabajador,H,65-130,Carrera técnica o preparatoria,guadalupe,15441-6/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15774-10/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,15774-10/2-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,15770-16/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,16475-4/1-1
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16562-12/4-3
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,16562-12/3-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,15444-24/3-1
Servicios,trabajador,F,50-59,Licenciatura,monterrey,27808-14/2-1
Servicios,trabajador,H,25-49,Licenciatura,monterrey,27808-14/4-1
Industria manufacturera,trabajador,H,18-24,Primaria o Secundaria,santa_catarina,1182-34/1-1
Otro,otro,F,25-49,Primaria o Secundaria,guadalupe,16477-6/1-1
Servicios,otro,F,50-59,Primaria o Secundaria,guadalupe,15423-2/2-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,15423-2/3-1
Servicios,otro,H,60-64,Carrera técnica o preparatoria,guadalupe,15423-6/1-1
Servicios,trabajador,F,18-24,Licenciatura,guadalupe,12891-12/4-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,12891-12/1-3
Servicios,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,12891-4/3-1
Comercio,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,12891-4/4-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,12891-4/2-1
Servicios,otro,H,25-49,Carrera técnica o preparatoria,guadalupe,13915-4/1-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,13915-2/1-1
Industria manufacturera,trabajador,F,50-59,Primaria o Secundaria,guadalupe,13915-2/2-1
Servicios,independiente,H,65-130,Licenciatura,guadalupe,13183-2/1-1
Comercio,trabajador,H,65-130,Primaria o Secundaria,guadalupe,14024-2/1-3
Otro,otro,H,65-130,Licenciatura,monterrey,27808-18/1-1
Comercio,trabajador,H,18-24,Carrera técnica o preparatoria,guadalupe,14024_8/4-1
Comercio,trabajador,F,18-24,Primaria o Secundaria,guadalupe,14024_8/3-1
Construcción,trabajador,H,50-59,Primaria o Secundaria,guadalupe,14031-10/1-1
Servicios,trabajador,F,50-59,Primaria o Secundaria,guadalupe,14031-10/2-1
Servicios,trabajador,H,25-49,Primaria o Secundaria,guadalupe,14031-2/1-1
Servicios,trabajador,F,25-49,Carrera técnica o preparatoria,guadalupe,14031-2/2-1
Otro,otro,H,65-130,Primaria o Secundaria,guadalupe,14010-6/1-1
Servicios,trabajador,F,18-24,Carrera técnica o preparatoria,guadalupe,14088-2/4-1
Industria manufacturera,trabajador,H,25-49,Carrera técnica o preparatoria,guadalupe,14088-2/3-1
Industria manufacturera,trabajador,F,25-49,Primaria o Secundaria,guadalupe,14088-2/2-1
Industria manufacturera,trabajador,H,50-59,Primaria o Secundaria,guadalupe,14088-2/1-1
Servicios,trabajador,H,25-49,Licenciatura,guadalupe,14088-8/3-1
Industria manufacturera,trabajador,H,50-59,Carrera técnica o preparatoria,guadalupe,14092-6/2-1
Industria manufacturera,trabajador,F,18-24,Licenciatura,guadalupe,14060-12/3-1
Servicios,trabajador,H,60-64,Licenciatura,guadalupe,14060-12/1-1
